timestamp,value,metric_name,host_path,host_path_type,instance,job,persistentvolume,storageclass
2025-07-05 07:29:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:30:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:31:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:32:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:33:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:34:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:35:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:36:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:37:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:38:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:39:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:40:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:41:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:42:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:43:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,10.244.2.7:8080,prometheus.scrape.annotated_pods,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:18:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:19:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:20:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:21:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:22:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:23:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:24:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:25:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:26:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:27:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:28:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:29:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:30:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:31:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:32:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:33:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:34:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:35:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:36:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:37:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:38:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:39:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:40:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:41:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:42:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
2025-07-05 07:43:06,1,kube_persistentvolume_info,/var/local-path-provisioner/pvc-99084e65-cb54-4670-8d2f-37bf6540dae7_nimbusguard_minio-pvc,DirectoryOrCreate,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,pvc-99084e65-cb54-4670-8d2f-37bf6540dae7,standard
