timestamp,value,metric_name,horizontalpodautoscaler,instance,job,metric_target_type,namespace
2025-07-05 07:39:06,70.0,cpu,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:40:06,70.0,cpu,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:41:06,70.0,cpu,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:42:06,70.0,cpu,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:43:06,50.0,cpu,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:18:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:19:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:20:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:21:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:22:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:23:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:24:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:25:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:26:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:27:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:28:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:29:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:30:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,average,nimbusguard
2025-07-05 07:18:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:19:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:20:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:21:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:22:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:23:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:24:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:25:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:26:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:27:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:28:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:29:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:30:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:31:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:32:06,70.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:33:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:34:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:35:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:36:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:37:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:38:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:39:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:40:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:41:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:42:06,80.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:43:06,60.0,memory,consumer-hpa-baseline,10.244.2.7:8080,prometheus.scrape.annotated_pods,utilization,nimbusguard
2025-07-05 07:18:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:19:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:20:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:21:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:22:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:23:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:24:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:25:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:26:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:27:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:28:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:29:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:30:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:31:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:32:06,60.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:33:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:34:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:35:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:36:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:37:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:38:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:39:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:40:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:41:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:42:06,70.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:43:06,50.0,cpu,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:18:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:19:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:20:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:21:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:22:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:23:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:24:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:25:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:26:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:27:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:28:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:29:06,0.2,http_request_duration_seconds,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,average,nimbusguard
2025-07-05 07:18:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:19:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:20:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:21:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:22:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:23:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:24:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:25:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:26:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:27:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:28:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:29:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:30:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:31:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:32:06,70.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:33:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:34:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:35:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:36:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:37:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:38:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:39:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:40:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:41:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:42:06,80.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
2025-07-05 07:43:06,60.0,memory,consumer-hpa-baseline,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,utilization,nimbusguard
