timestamp,value,metric_name,instance,job,lease,namespace
2025-07-12 05:35:28,1752298525,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:36:28,1752298586,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:37:28,1752298606,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:38:28,1752298606,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:39:28,1752298606,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:40:28,1752298606,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:41:28,1752298606,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:42:28,1752298940,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:43:28,1752299001,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:44:28,1752299062,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:45:28,1752299124,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:46:28,1752299184,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:47:28,1752299246,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:48:28,1752299297,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:49:28,1752299358,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:50:28,1752299419,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:51:28,1752299481,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:52:28,1752299542,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:53:28,1752299603,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:54:28,1752299664,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:55:28,1752299725,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:56:28,1752299786,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:57:28,1752299837,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:58:28,1752299899,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:59:28,1752299960,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:00:28,1752300022,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:01:28,1752300082,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:02:28,1752300144,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:03:28,1752300205,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:04:28,1752300256,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:05:28,1752300318,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:06:28,1752300379,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:07:28,1752300440,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:08:28,1752300501,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:09:28,1752300563,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:10:28,1752300624,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:11:28,1752300686,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:12:28,1752300736,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 06:13:28,1752300798,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker,kube-node-lease
2025-07-12 05:29:28,1752298158,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:30:28,1752298219,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:31:28,1752298280,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:32:28,1752298341,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:33:28,1752298403,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:34:28,1752298464,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:35:28,1752298525,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:36:28,1752298587,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:37:28,1752298607,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:38:28,1752298607,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:39:28,1752298607,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:40:28,1752298607,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:41:28,1752298607,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:42:28,1752298940,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:43:28,1752299001,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:44:28,1752299061,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:45:28,1752299123,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:46:28,1752299184,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:47:28,1752299245,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:48:28,1752299306,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:49:28,1752299357,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:50:28,1752299418,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:51:28,1752299479,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:52:28,1752299540,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:53:28,1752299602,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:54:28,1752299664,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:55:28,1752299725,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:56:28,1752299786,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:57:28,1752299837,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:58:28,1752299898,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:59:28,1752299960,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:00:28,1752300021,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:01:28,1752300082,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:02:28,1752300144,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:03:28,1752300205,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:04:28,1752300266,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:05:28,1752300317,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:06:28,1752300379,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:07:28,1752300440,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:08:28,1752300501,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:09:28,1752300562,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:10:28,1752300624,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:11:28,1752300685,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:12:28,1752300746,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 06:13:28,1752300797,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,desktop-worker2,kube-node-lease
2025-07-12 05:29:28,1752298166,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-controller-manager,kube-system
2025-07-12 05:30:28,1752298227,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-controller-manager,kube-system
2025-07-12 05:31:28,1752298287,kube_lease_renew_time,10.244.1.4:8080,prometheus.scrape.annotated_pods,kube-controller-manager,kube-system
