timestamp,value,metric_name,component_id,component_path,instance,job,remote_name,url
2025-07-05 21:38:05,3150327,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:39:05,3180949,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:40:05,3211688,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:41:05,3242297,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:42:05,3272744,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:43:05,3303442,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:44:05,3334086,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:45:05,3343652,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:46:05,3343652,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:47:05,3343652,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:48:05,3343652,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 21:49:05,3343652,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:02:05,3359389,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:03:05,3359389,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:04:05,3359389,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:05:05,3359389,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:06:05,3359389,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:18:05,3375150,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:19:05,3375150,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:20:05,3375150,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:21:05,3375150,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:22:05,3375150,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:33:05,3381150,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:34:05,3391041,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:35:05,3391041,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:36:05,3391041,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:37:05,3391041,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:38:05,3391041,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:49:05,3406717,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:50:05,3406717,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:51:05,3406717,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:52:05,3406717,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 22:53:05,3406717,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:04:05,3412556,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:05:05,3422312,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:06:05,3422312,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:07:05,3422312,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:08:05,3422312,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:09:05,3422312,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:37:05,3438279,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:38:05,3438279,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:39:05,3438279,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:40:05,3438279,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:41:05,3438279,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:45:05,3444052,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:46:05,3453758,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:47:05,3453758,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:48:05,3453758,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:49:05,3453758,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-05 23:50:05,3453758,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:01:05,3469766,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:02:05,3469766,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:03:05,3469766,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:04:05,3469766,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:05:05,3469766,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:16:05,3475766,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:17:05,3485188,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:18:05,3485188,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:19:05,3485188,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:20:05,3485188,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:21:05,3485188,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:32:05,3501151,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:33:05,3501151,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:34:05,3501151,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:35:05,3501151,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:36:05,3501151,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:46:05,3507004,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:47:05,3517497,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:48:05,3517497,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:49:05,3517497,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:50:05,3517497,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 00:51:05,3517497,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:02:05,3533157,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:03:05,3533157,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:04:05,3533157,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:05:05,3533157,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:06:05,3533157,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:18:05,3548449,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:19:05,3548449,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:20:05,3548449,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:21:05,3548449,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:22:05,3548449,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:33:05,3564095,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:34:05,3564095,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:35:05,3564095,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:36:05,3564095,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:37:05,3564095,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:48:05,3579665,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:49:05,3579665,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:50:05,3579665,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:51:05,3579665,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 01:52:05,3579665,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:03:05,3595872,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:04:05,3595872,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:05:05,3595872,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:06:05,3595872,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:07:05,3595872,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:34:05,3611844,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:35:05,3611844,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:36:05,3611844,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:37:05,3611844,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:38:05,3611844,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:49:05,3627708,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:50:05,3627708,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:51:05,3627708,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:52:05,3627708,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 02:53:05,3627708,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:07:05,3642524,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:08:05,3642524,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:09:05,3642524,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:10:05,3642524,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:11:05,3642524,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:24:05,3648524,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:25:05,3657882,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:26:05,3657882,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:27:05,3657882,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:28:05,3657882,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:29:05,3657882,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:41:05,3663882,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:42:05,3671009,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:43:05,3671009,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:44:05,3671009,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:45:05,3671009,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:46:05,3671009,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:50:05,3689210,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:51:05,3689210,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:52:05,3689210,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:53:05,3689210,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 03:54:05,3689210,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:05:05,3705488,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:06:05,3705488,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:07:05,3705488,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:08:05,3705488,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:09:05,3705488,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:23:05,3721252,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:24:05,3721252,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:25:05,3721252,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:26:05,3721252,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:27:05,3721252,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:41:05,3737216,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:42:05,3737216,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
2025-07-06 04:43:05,3737216,prometheus_remote_storage_samples_total,prometheus.remote_write.default,/,alloy:8080,alloy-metrics,e4de65,http://prometheus:9090/api/v1/write
