timestamp,value,metric_name,container,instance,job,namespace,pod,uid
2025-07-05 22:03:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:04:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:05:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:06:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:18:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:19:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:20:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:21:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:22:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:34:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:35:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:36:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:37:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:38:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:49:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:50:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:51:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:52:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 22:53:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:05:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:06:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:07:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:08:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:09:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:37:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:38:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:39:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:40:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:41:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:46:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:47:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:48:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:49:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-05 23:50:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:01:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:02:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:03:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:04:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:05:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:17:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:18:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:19:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:20:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:21:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:32:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:33:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:34:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:35:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:36:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:47:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:48:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:49:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:50:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 00:51:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:02:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:03:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:04:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:05:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:06:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:18:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:19:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:20:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:21:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:22:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:33:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:34:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:35:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:36:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:37:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:48:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:49:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:50:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:51:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 01:52:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:03:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:04:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:05:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:06:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:07:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:34:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:35:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:36:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:37:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:38:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:49:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:50:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:51:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:52:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 02:53:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 03:07:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 03:08:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 03:09:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 03:10:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
2025-07-06 03:11:05,1751736626,kube_pod_container_status_last_terminated_timestamp,keda-admission-webhooks,kube-state-metrics.nimbusguard.svc:8080,prometheus.scrape.kube_state_metrics,nimbusguard,keda-admission-webhooks-7fc99cdd4d-8tnw4,346bdb35-3439-401a-8a00-f83c20866acd
