timestamp,value,metric_name,handler,instance,job
2025-07-13 17:30:48,1752427811.1344151,http_response_size_bytes_created,/health,10.244.1.21:8000,prometheus.scrape.annotated_pods
2025-07-13 17:30:48,1752427811.1405325,http_response_size_bytes_created,/health,10.244.1.22:8000,prometheus.scrape.annotated_pods
2025-07-13 17:40:48,1752428412.293511,http_response_size_bytes_created,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods
2025-07-13 17:41:48,1752428412.293511,http_response_size_bytes_created,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods
2025-07-13 17:42:48,1752428412.293511,http_response_size_bytes_created,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods
2025-07-13 17:43:48,1752428412.293511,http_response_size_bytes_created,/health,10.244.1.26:8000,prometheus.scrape.annotated_pods
2025-07-13 17:45:48,1752428745.5585024,http_response_size_bytes_created,/health,10.244.1.29:8000,prometheus.scrape.annotated_pods
2025-07-13 17:46:48,1752428745.5585024,http_response_size_bytes_created,/health,10.244.1.29:8000,prometheus.scrape.annotated_pods
2025-07-13 17:47:48,1752428745.5585024,http_response_size_bytes_created,/health,10.244.1.29:8000,prometheus.scrape.annotated_pods
2025-07-13 17:49:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:50:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:51:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:52:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:53:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:54:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:55:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:56:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:57:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:58:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:59:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:00:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:01:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:02:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:03:48,1752428947.7281785,http_response_size_bytes_created,/health,10.244.1.31:8000,prometheus.scrape.annotated_pods
